network,state,site_name,description,start,end,latitude,longitude,elev,county,site_id,Year,Month,Day,yearday,date,snow_water_equivalent,precipitation_cumulative,temperature_max,temperature_min,temperature_mean,precipitation,study_year,daymet_maxtemp,daymet_mintemp,daymet_precip,daymet_meantemp,swe_plus,prevday_swe,prevday_maxtemp,prevday_mintemp,prevday_meantemp,prevday_precip,prevday_cumulative_precip
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,18,108,2020-04-18,378.5,378.5,3.3,2.2,2.8,7.6,40,13.06,-0.73,0,6.165,379.5,375.9,9.51,-4.93,2.29,0,378.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,19,109,2020-04-19,378.5,386.1,7.8,1.7,4.4,7.6,40,14.51,-0.02,0,7.245,379.5,378.5,13.06,-0.73,6.165,0,378.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,20,110,2020-04-20,381,393.7,2.2,0,1.1,7.6,40,5.2,-4.1,0,0.5500000000000003,382,378.5,14.51,-0.02,7.245,0,386.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,21,111,2020-04-21,381,401.3,1.7,-2.8,0,7.6,40,5.55,-7,0,-0.7250000000000001,382,381,5.2,-4.1,0.5500000000000003,0,393.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,22,112,2020-04-22,381,408.9,2.8,-3.3,-1.1,0,40,8.94,-4.4,0,2.2699999999999996,382,381,5.55,-7,-0.7250000000000001,0,401.3
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,23,113,2020-04-23,381,408.9,2.2,-6.7,-1.7,0,40,10.41,-2.23,0,4.09,382,381,8.94,-4.4,2.2699999999999996,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,24,114,2020-04-24,381,408.9,-2.2,-10,-6.1,0,40,13.37,-1.32,0,6.0249999999999995,382,381,10.41,-2.23,4.09,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,25,115,2020-04-25,381,408.9,-0.6,-12.2,-6.7,0,40,13.99,-0.52,0,6.735,382,381,13.37,-1.32,6.0249999999999995,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,26,116,2020-04-26,381,408.9,4.4,-9.4,-2.2,0,40,8.47,-1.81,0,3.33,382,381,13.99,-0.52,6.735,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,27,117,2020-04-27,378.5,408.9,2.8,-6.1,-1.1,0,40,5.61,-3.7,0,0.955,379.5,381,8.47,-1.81,3.33,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,28,118,2020-04-28,378.5,408.9,2.8,-17.8,0.6,0,40,8.98,-4.15,0,2.415,379.5,378.5,5.61,-3.7,0.955,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,4,30,120,2020-04-30,378.5,408.9,-0.6,-11.1,-5.6,0,40,-2.56,-7.87,5.05,-5.215,379.5,378.5,8.98,-4.15,2.415,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,1,121,2020-05-01,378.5,408.9,5,-7.2,0,0,40,2.69,-8.27,0,-2.79,379.5,378.5,-2.56,-7.87,-5.215,5.05,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,2,122,2020-05-02,378.5,408.9,5,-4.4,0,0,40,8.07,-4.85,0,1.6100000000000003,379.5,378.5,2.69,-8.27,-2.79,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,3,123,2020-05-03,378.5,408.9,3.9,-4.4,0,0,40,8.63,-0.39,0,4.12,379.5,378.5,8.07,-4.85,1.6100000000000003,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,4,124,2020-05-04,378.5,408.9,11.1,-1.7,4.4,0,40,10.4,1.16,0,5.78,379.5,378.5,8.63,-0.39,4.12,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,5,125,2020-05-05,375.9,408.9,10.6,2.8,6.7,0,40,8.14,1,0,4.57,376.9,378.5,10.4,1.16,5.78,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,6,126,2020-05-06,373.4,408.9,11.7,3.3,7.2,0,40,7.08,0.55,0,3.815,374.4,375.9,8.14,1,4.57,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,7,127,2020-05-07,370.8,408.9,12.8,3.3,7.8,0,40,7.87,1.61,0,4.74,371.8,373.4,7.08,0.55,3.815,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,8,128,2020-05-08,353.1,408.9,12.2,5,7.8,0,40,11.78,-0.3,0,5.739999999999999,354.1,370.8,7.87,1.61,4.74,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,9,129,2020-05-09,317.5,408.9,16.1,6.1,10.6,0,40,11.1,3.43,0,7.265,318.5,353.1,11.78,-0.3,5.739999999999999,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,10,130,2020-05-10,309.9,408.9,18.3,7.8,12.8,0,40,12.01,2.68,0,7.345,310.9,317.5,11.1,3.43,7.265,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,11,131,2020-05-11,292.1,408.9,18.3,8.3,12.8,0,40,10.35,2.72,0,6.535,293.1,309.9,12.01,2.68,7.345,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,12,132,2020-05-12,284.5,408.9,8.9,5,7.2,2.5,40,10.21,1.94,0,6.075,285.5,292.1,10.35,2.72,6.535,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,13,133,2020-05-13,279.4,411.5,7.2,-0.6,3.9,0,40,11.36,-0.26,0,5.55,280.4,284.5,10.21,1.94,6.075,0,408.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,14,134,2020-05-14,271.8,411.5,7.2,-3.3,2.2,2.5,40,10.88,0.34,0,5.61,272.8,279.4,11.36,-0.26,5.55,0,411.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,15,135,2020-05-15,261.6,414,12.2,1.7,6.7,0,40,11.04,1.63,3.08,6.334999999999999,262.6,271.8,10.88,0.34,5.61,0,411.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,16,136,2020-05-16,251.5,414,5.6,-2.8,2.8,2.5,40,8.86,2.85,4.34,5.8549999999999995,252.5,261.6,11.04,1.63,6.334999999999999,3.08,414
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,17,137,2020-05-17,241.3,416.6,5.6,-5,0,0,40,8.59,2.6,1.95,5.595,242.3,251.5,8.86,2.85,5.8549999999999995,4.34,414
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,18,138,2020-05-18,228.6,416.6,8.9,-2.8,3.3,0,40,10.61,2.35,0,6.4799999999999995,229.6,241.3,8.59,2.6,5.595,1.95,416.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,19,139,2020-05-19,223.5,416.6,10,0,4.4,0,40,12.52,3.08,0,7.8,224.5,228.6,10.61,2.35,6.4799999999999995,0,416.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,20,140,2020-05-20,215.9,416.6,13.9,2.2,8.3,2.5,40,13,2.01,0,7.505,216.9,223.5,12.52,3.08,7.8,0,416.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,21,141,2020-05-21,208.3,419.1,15.6,5.6,10.6,2.5,40,10.53,4.61,0,7.57,209.3,215.9,13,2.01,7.505,0,416.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,22,142,2020-05-22,177.8,421.6,16.7,6.7,10.6,0,40,5.47,0.66,4.62,3.065,178.8,208.3,10.53,4.61,7.57,0,419.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,23,143,2020-05-23,149.9,421.6,18.9,5,11.7,2.5,40,9.32,-0.72,0,4.3,150.9,177.8,5.47,0.66,3.065,4.62,421.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,24,144,2020-05-24,124.5,424.2,13.3,5,9.4,10.2,40,15.65,0.73,0,8.19,125.5,149.9,9.32,-0.72,4.3,0,421.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,25,145,2020-05-25,99.1,434.3,6.7,5,5.6,22.9,40,13.12,3.7,0,8.41,100.1,124.5,15.65,0.73,8.19,0,424.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,26,146,2020-05-26,63.5,457.2,9.4,5,6.1,5.1,40,11.85,0.9,0,6.375,64.5,99.1,13.12,3.7,8.41,0,434.3
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,27,147,2020-05-27,25.4,462.3,12.2,3.9,7.2,0,40,6.53,-1.57,4.59,2.48,26.4,63.5,11.85,0.9,6.375,0,457.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,28,148,2020-05-28,7.6,462.3,13.9,6.7,9.4,2.5,40,3.29,-4.63,0,-0.6699999999999999,8.6,25.4,6.53,-1.57,2.48,4.59,462.3
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,30,150,2020-05-30,0,464.8,18.9,9.4,13.9,0,40,14.63,2.9,0,8.765,1,7.6,3.29,-4.63,-0.6699999999999999,0,462.3
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,5,31,151,2020-05-31,0,464.8,17.8,8.3,12.2,0,40,15.48,7.99,0,11.735,1,0,14.63,2.9,8.765,0,464.8
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,1,244,2020-09-01,0,871.2,10.6,5.6,7.2,5.1,40,17.92,4.49,0,11.205000000000002,1,0,15.48,7.99,11.735,0,464.8
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,2,245,2020-09-02,0,876.3,9.4,4.4,6.1,10.2,40,11.55,6.1,6.67,8.825,1,0,17.92,4.49,11.205000000000002,0,871.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,3,246,2020-09-03,0,886.5,11.1,4.4,6.7,2.5,40,16.94,4.73,0,10.835,1,0,11.55,6.1,8.825,6.67,876.3
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,4,247,2020-09-04,0,889,5,2.8,4.4,12.7,40,14.21,6.94,10.56,10.575,1,0,16.94,4.73,10.835,0,886.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,5,248,2020-09-05,0,901.7,5,0.6,2.8,5.1,40,8.86,3.74,4.66,6.3,1,0,14.21,6.94,10.575,10.56,889
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,6,249,2020-09-06,0,906.8,12.2,0,6.1,0,40,7.88,0.5,0,4.1899999999999995,1,0,8.86,3.74,6.3,4.66,901.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,7,250,2020-09-07,0,906.8,13.9,5,8.3,7.6,40,11.71,1.84,0,6.775,1,0,7.88,0.5,4.1899999999999995,0,906.8
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,8,251,2020-09-08,0,914.4,6.7,3.9,5,7.6,40,13.58,3.38,0,8.48,1,0,11.71,1.84,6.775,0,906.8
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,9,252,2020-09-09,0,922,4.4,1.1,3.3,25.4,40,14.05,4.06,0,9.055,1,0,13.58,3.38,8.48,0,914.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,10,253,2020-09-10,0,947.4,NA,NA,NA,7.6,40,12.78,3.13,0,7.955,1,0,14.05,4.06,9.055,0,922
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,11,254,2020-09-11,0,955,1.7,0.6,1.1,0,40,9.99,0.65,0,5.32,1,0,12.78,3.13,7.955,0,947.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,12,255,2020-09-12,0,955,5.6,0,2.2,2.5,40,13.95,-0.79,0,6.58,1,0,9.99,0.65,5.32,0,955
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,13,256,2020-09-13,0,957.6,9.4,-0.6,3.9,0,40,9.18,3.28,0,6.2299999999999995,1,0,13.95,-0.79,6.58,0,955
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,14,257,2020-09-14,0,957.6,10,3.9,6.7,0,40,10.13,-0.5,0,4.815,1,0,9.18,3.28,6.2299999999999995,0,957.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,15,258,2020-09-15,0,957.6,12.2,4.4,7.8,0,40,7.69,-1.87,0,2.91,1,0,10.13,-0.5,4.815,0,957.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,16,259,2020-09-16,0,957.6,9.4,3.9,6.1,0,40,7.68,-0.01,0,3.835,1,0,7.69,-1.87,2.91,0,957.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,17,260,2020-09-17,0,957.6,13.3,5.6,8.3,0,40,8.48,-1.52,0,3.4800000000000004,1,0,7.68,-0.01,3.835,0,957.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,18,261,2020-09-18,0,957.6,8.9,2.8,5.6,2.5,40,2.32,-1.57,0,0.3749999999999999,1,0,8.48,-1.52,3.4800000000000004,0,957.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,19,262,2020-09-19,0,960.1,6.1,1.1,3.3,5.1,40,6.32,-2.16,0,2.08,1,0,2.32,-1.57,0.3749999999999999,0,957.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,20,263,2020-09-20,0,965.2,5,0.6,2.2,2.5,40,4.23,-5.72,10.68,-0.7449999999999997,1,0,6.32,-2.16,2.08,0,960.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,21,264,2020-09-21,0,967.7,8.3,0.6,2.8,2.5,40,-4.15,-6.7,0,-5.425000000000001,1,0,4.23,-5.72,-0.7449999999999997,10.68,965.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,22,265,2020-09-22,0,970.3,8.9,1.1,3.9,0,40,-1.09,-7.2,0,-4.1450000000000005,1,0,-4.15,-6.7,-5.425000000000001,0,967.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,23,266,2020-09-23,0,970.3,5.6,2.2,3.3,2.5,40,-2.3,-8.35,5,-5.324999999999999,1,0,-1.09,-7.2,-4.1450000000000005,0,970.3
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,24,267,2020-09-24,0,972.8,3.3,0,1.1,5.1,40,-2.72,-5.1,11.77,-3.91,1,0,-2.3,-8.35,-5.324999999999999,5,970.3
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,25,268,2020-09-25,0,977.9,2.8,-0.6,1.1,0,40,-0.88,-7.19,3.97,-4.035,1,0,-2.72,-5.1,-3.91,11.77,972.8
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,26,269,2020-09-26,0,977.9,8.3,0.6,2.8,0,40,-3.55,-6.26,0,-4.904999999999999,1,0,-0.88,-7.19,-4.035,3.97,977.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,27,270,2020-09-27,0,977.9,6.1,1.1,2.2,2.5,40,-0.74,-8.03,0,-4.385,1,0,-3.55,-6.26,-4.904999999999999,0,977.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,28,271,2020-09-28,0,980.4,5.6,0,2.8,2.5,40,-2.37,-11.73,0,-7.050000000000001,1,0,-0.74,-8.03,-4.385,0,977.9
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,9,30,273,2020-09-30,0,983,10,3.9,7.2,0,40,-1.29,-9,0,-5.145,1,0,-2.37,-11.73,-7.050000000000001,0,980.4
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,1,274,2020-10-01,0,0,12.2,5.6,8.3,0,40,-3.67,-8.4,9.98,-6.035,1,0,-1.29,-9,-5.145,0,983
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,2,275,2020-10-02,0,0,12.2,5.6,8.9,0,40,-2.97,-6.8,20.06,-4.885,1,0,-3.67,-8.4,-6.035,9.98,0
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,3,276,2020-10-03,0,0,9.4,2.8,7.2,2.5,40,-1.59,-4.73,17.51,-3.16,1,0,-2.97,-6.8,-4.885,20.06,0
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,4,277,2020-10-04,0,2.5,8.9,0.6,4.4,0,40,-0.32,-4.26,0,-2.29,1,0,-1.59,-4.73,-3.16,17.51,0
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,5,278,2020-10-05,0,2.5,6.1,0.6,3.3,2.5,40,-0.42,-8.37,0,-4.395,1,0,-0.32,-4.26,-2.29,0,2.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,6,279,2020-10-06,0,5.1,2.8,0,1.7,2.5,40,2.02,-4.95,0,-1.465,1,0,-0.42,-8.37,-4.395,0,2.5
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,7,280,2020-10-07,0,7.6,4.4,-1.1,1.1,2.5,40,0.6,-3.5,19.81,-1.45,1,0,2.02,-4.95,-1.465,0,5.1
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,8,281,2020-10-08,0,10.2,5.6,-0.6,1.7,0,40,1.49,-2.98,0,-0.745,1,0,0.6,-3.5,-1.45,19.81,7.6
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,9,282,2020-10-09,0,10.2,5.6,-1.1,1.1,0,40,2.84,-2.37,4.14,0.23499999999999988,1,0,1.49,-2.98,-0.745,0,10.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,10,283,2020-10-10,0,10.2,1.7,-5.6,-1.7,0,40,-0.87,-4,2.41,-2.435,1,0,2.84,-2.37,0.23499999999999988,4.14,10.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,11,284,2020-10-11,0,10.2,-3.9,-9.4,-6.7,2.5,40,0.07,-5.34,0,-2.635,1,0,-0.87,-4,-2.435,2.41,10.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,12,285,2020-10-12,0,12.7,-5.6,-10.6,-8.3,0,40,-3.5,-6.25,0,-4.875,1,0,0.07,-5.34,-2.635,0,10.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,13,286,2020-10-13,0,12.7,-6.1,-11.7,-8.9,0,40,-5.21,-6.95,0,-6.08,1,0,-3.5,-6.25,-4.875,0,12.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,14,287,2020-10-14,0,12.7,-4.4,-11.1,-7.8,2.5,40,-3.34,-7.38,0,-5.359999999999999,1,0,-5.21,-6.95,-6.08,0,12.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,15,288,2020-10-15,0,15.2,-9.4,-13.9,-11.7,0,40,-3.03,-6.77,0,-4.8999999999999995,1,0,-3.34,-7.38,-5.359999999999999,0,12.7
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,16,289,2020-10-16,0,15.2,-8.9,-18.9,-13.3,0,40,-4.65,-8.01,0,-6.33,1,0,-3.03,-6.77,-4.8999999999999995,0,15.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,17,290,2020-10-17,0,15.2,-3.9,-9.4,-7.2,2.5,40,-2.99,-9.97,0,-6.48,1,0,-4.65,-8.01,-6.33,0,15.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,18,291,2020-10-18,2.5,17.8,-6.1,-11.1,-9.4,0,40,-0.83,-8.33,0,-4.58,3.5,0,-2.99,-9.97,-6.48,0,15.2
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,19,292,2020-10-19,2.5,17.8,-6.1,-11.7,-8.9,0,40,-1.09,-7.81,0,-4.45,3.5,2.5,-0.83,-8.33,-4.58,0,17.8
SNTL,AK,munson ridge,Rock Creek-Chena River (190803060602),1979-10-01,2024-05-02,64.85,-146.21,945,Fairbanks North Star,950,2020,10,20,293,2020-10-20,2.5,17.8,-6.7,-10.6,-8.9,0,40,4.14,-3.39,0,0.3749999999999998,3.5,2.5,-1.09,-7.81,-4.45,0,17.8
